sector,monto_financiado,num_rondas,tamano_equipo,exp_fundadores,presencia_redes,ubicacion,inversores_destacados,descripcion,tiempo_fundacion,estado_operativo,viabilidad
AI/ML,1035875.6,1.0,32.0,2.5,31.1,Bogotá,0.0,acuerdos B2B con 8 empresas y pipeline sólido. dependencia alta de marketing pago,2009.0,en pausa,0
HealthTech,3513310.8,1.0,21.0,2.2,30.3,Arequipa,1.0,buena presencia en redes. operando en el mercado,2016.0,cerrado,1
logistics,3811737.3,2.0,7.0,5.2,34.7, Santiago,0.0,apoyo de inversores reconocidos. financiamiento semilla cerrado. buena presencia en redes. equipo con 5+ años de experiencia. operando en el mercado. cofundadores con 5+ años de experiencia en E-commerce. expansión a Santiago en próximos meses. sin modelo de ingresos definido,2017.0,activo,1
E-commerce,14118518.4,1.0,22.0,6.0,65.2,Bogotá,0.0,equipo con 6+ años de experiencia. operando en el mercado. enfocado en Travel con enfoque API-first,2025.0,activo,1
Travel,5859653.8,0.0,47.0,6.6,91.7,Arequipa,0.0,operando en el mercado. acuerdos B2B con 13 empresas y pipeline sólido. sin modelo de ingresos definido,2023.0,prototipo,0
Gaming,18455994.9,3.0,20.0,2.2,40.8,trujillo,0.0,buena presencia en redes. acuerdos B2B con 5 empresas y pipeline sólido. MVP listo y primeros beta testers,2006.0,en pausa,1
SaaS,3071945.4,1.0,42.0,4.0,42.1,Trujillo,1.0,equipo con 5+ años de experiencia. MRR de $1401 con 189 clentes activos. MVP listo y primeros beta testers,2021.0, activo,1
AgroTech,2543225.4,5.0,19.0,4.4,72.8,Bogotá,0.0,buena presencia en redes. equipo con 5+ años de experiencia. operando en el mercado. tracción probada: piloto pagado en Quito. sin modelo de ingresos definido,2019-aprox,activo,0
Travel,3597680.1,1.0,22.0,5.2,58.1,Buenos Aires,0.0,equipo con 7+ años de experiencia. operando en el mercado. cofundadores con 7+ años de experiencia en HealthTech. expansión a Piura en próximos meses. dependencia alta de marketing pago,2005.0,en pausa,1
AI/ML,1493834.4,4.0,15.0,5.9,63.4,Lima,0.0,apoyo de inversores reconocidos. buena presencia en redes. crecimiento mensual 28% y churn bajo. dependencia alta de marketing pago,2012.0,prototipo ,0
 E-commerce ,257750.4,5.0,21.0,1.6,48.7,Buenos Aires,0.0,apoyo de inversores reconocidos. tracción probada: piloto pagado en Piura. expansión a Lima en próximos meses. equipo parcial y tiempo limitado,2006-aprox,En Pausa,1
 Travel,1434122.9,1.0,16.0,4.8,17.2,Quito,No,cofundadores con 4+ años de experiencia en E-commerce,2024.0, Activo ,0
Ai/Ml,738098.0,4.0,29.0,6.7,71.8, piura,1.0,apoyo de inversores reconocidos. buena presencia en redes. equipo con 5+ años de experiencia. operando en el mercado. crecimiento mensual 29% y churn bajo. expansión a Buenos Aires en próximos meses,2012.0,activo,1
E-commerce,4434370.6,4.0,50.0,4.9,29.6,AREQUIPA ,0.0,MRR de $4056 con 124 clientes activos,2022.0, Activo ,0
saas,409561.2,3.0,16.0,6.5,36.3,Trujillo,0.0,apoyo de inversores reconocidos. operando en el mercado. tracción probada: piloto pagado en CDMX. aún sin usuarios activos,2011.0,cerrado,1
 fintech,717327.0,5.0,3.0,5.4,49.3,Arequipa,1.0,apoyo de inversores reconocidos. buena presencia en redes. crecimiento mensual 14% y churn bajo. expansión a Quito en próximos meses,2016.0,prototipo ,0
EdTech,310082.7,1.0,16.0,2.2,46.7,Quito,0.0,apoyo de inversores reconocidos. buena presencia en redes. MRR de $16844 con 157 clientes activos. expansión a Santiago en próximos meses,2021.0,prototipo,0
 Saas,2594575.3,2.0,13.0,6.1,52.5, santiago ,0.0,buena presencia en redes. operando en el mercado,2014.0,Activo ,1
 edtech ,1802000.0,3.0,29.0,5.2,80.0, buenos aires,1.0,equipo con 6+ años de experiencia. operando en el mercado. crecimiento mensual 14% y churn bajo. MVP listo y primeros beta testers,2017.0,activo ,1
Saas,284737.2,5.0,5.0,3.1,55.8, quito,0.0,apoyo de inversores reconocidos. equipo con 6+ años de experiencia. crecimiento mensual 9% y churn bajo. MVP listo y primeros beta testers. aún sin usuarios activos,2007/2008, activo ,1
AI/ML,4432974.3,1.0,4.0,3.5,68.5, piura,0.0,equipo con 5+ años de experiencia. operando en el mercado. enfocado en E-commerce con enfoque B2B,2005.0,Activo ,1
HealthTech,2880960.6,2.0,6.0,3.3,27.0,Arequipa,0.0,operando en el mercado. tracción probada: piloto pagado en Lima. MVP listo y primeros beta testers,2019.0,prototipo,1
Fintech,1340041.8,1.0,27.0,3.9,75.1,nan ,0.0,financiamiento semilla cerrado. equipo con 7+ años de experiencia. operando en el mercado. MVP listo y primeros beta testers. sin modelo de ingresos definido,2019.0,Activo,1
 AgroTech ,114153.9,4.0,16.0,3.1,47.0,Arequipa,1.0,operando en el mercado. MRR de $5426 con 125 clentes activos. MVP listo y primeros beta testers,2012.0,PROTOTIPO,0
EdTech,3739271.3,2.0,26.0,3.7,70.9, Buenos Aires,1.0,tracción probada: piloto pagado en Lima,2020.0,en pausa,1
Travel,7234711.3,4.0,22.0,4.6,21.6,Cdmx,1.0,equipo con 6+ años de experiencia. crecimiento mensual 17% y churn bajo. MVP listo y primeros beta testers,2010.0,activo,0
Travel,4685503.8,2.0,35.0,2.9,71.2,Trujillo,0.0,operando en el mercado. tracción probada: piloto pagado en Lima,2011.0,activo,0
 Logistics ,348946.9,5.0,34.0,3.3,102.3,Santiago,1.0,financiamiento semilla cerrado. operando en el mercado. cofundadores con 4+ años de experiencia en Gaming. expansión a Bogotá en próximos meses. sin modelo de ingresos definido,2012.0,prototipo ,1
 Travel ,1476800.0,1.0,2.0,3.8,42.2,Trujillo,1.0,apoyo de inversores reconocidos. crecimiento mensual 23% y churn bajo. MVP listo y primeros beta testers. aún sin usuarios activos,2012.0,prototipo,0
TRAVEL,6096220.4,1.0,44.0,6.2,61.9,Bogotá,1.0,apoyo de inversores reconocidos. buena presencia en redes. equipo con 5+ años de experiencia,2018.0,activo,1
ai/ml ,124653.5,0.0,15.0,3.8,30.0,CDMX,0.0,financiamiento semilla cerrado. operando en el mercado. MRR de $3458 con 178 clientes activos. enfocado en Logistics con enfoque app móvil,2012.0,activo,0
 saas,2242303.9,1.0,4.0,1.6,47.9,PIURA ,Sí,expansión a Santiago en próximos meses. dependencia alta de marketing pago,2009.0,activo,1
EdTech,2683775.3,5.0,8.0,0.9,41.5,Trujillo,0.0,buena presencia en redes. enfocado en EdTech con enfoque app móvil. aún sin usuarios activos,2018.0,en pausa,0
HealthTech,3327308.1,5.0,9.0,7.7,23.0,Trujillo,0.0,financiamiento semilla cerrado. buena presencia en redes. operando en el mercado,2005.0,PROTOTIPO,1
 AI/ML,4722723.6,5.0,17.0,3.7,69.8,Buenos Aires ,0.0,financiamiento semilla cerrado. operando en el mercado. tracción probada: piloto pagado en Bogotá. enfocado en Logistics con enfoque SaaS,2011.0,activo,0
Logistics,10919214.7,3.0,19.0,4.8,51.7, Quito ,0.0,equipo con 11+ años de experiencia. operando en el mercado. tracción probada: piloto pagado en Arequipa. sin modelo de ingresos definido,2011.0,activo,1
SaaS,6928244.5,1.0,20.0,3.9,11.9,Santiago,1.0,apoyo de inversores reconocidos. equipo con 5+ años de experiencia. enfocado en SaaS con enfoque SaaS,2016/2017,Activo,1
HEALTHTECH ,3599092.9,2.0,23.0,4.3,87.8,Lima,0.0,operando en el mercado. sin modelo de ingresos definido,2025-aprox,activo,1
 Logistics ,1129417.4,0.0,19.0,1.2,32.4, SANTIAGO,0.0,apoyo de inversores reconocidos. cofundadores con 4+ años de experiencia en HealthTech,2017.0,En Pausa,0
AgroTech,1411136.4,0.0,1.0,5.1,17.7,Arequipa,1.0,cofundadores con 4+ años de experiencia en E-commerce,2013.0,en pausa,0
fintech,1707906.9,2.0,35.0,6.7,66.0,trujillo,1.0,apoyo de inversores reconocidos. financiamiento semilla cerrado. equipo con 6+ años de experiencia. operando en el mercado. tracción probada: piloto pagado en Buenos Aires. expansión a Quito en próximos meses. aún sin usuarios activos,2021/2022,activo,1
Gaming,4150084.4,4.0,22.0,2.6,35.0,Buenos Aires,0.0,operando en el mercado,2018-aprox, activo,1
AI/ML,4763032.8,5.0,38.0,2.1,53.1,Cusco,0.0,apoyo de inversores reconocidos. financiamiento semilla cerrado. crecimiento mensual 11% y churn bajo,2017.0,activo,0
Fintech,798981.3,5.0,20.0,2.6,37.3, Trujillo ,0.0,equipo con 5+ años de experiencia. operando en el mercado. enfocado en Logistics con enfoque marketplace,2017.0, Activo,1
AI/ML,783687.9,5.0,38.0,3.7,52.9,Cusco ,1.0,financiamiento semilla cerrado. equipo con 7+ años de experiencia. operando en el mercado. cofundadores con 7+ años de experiencia en AI/ML. expansión a Cusco en próximos meses. aún sin usuarios activos,2024.0,activo,0
HealthTech,3682802.6,0.0,36.0,2.3,42.6,Quito,1.0,apoyo de inversores reconocidos. financiamiento semilla cerrado. buena presencia en redes. equipo con 6+ años de experiencia. acuerdos B2B con 8 empresas y pipeline sólido,2010.0, activo,1
 e-commerce,1914796.5,2.0,36.0,6.5,54.7,Santiago,Sí,financiamiento semilla cerrado. buena presencia en redes. equipo con 5+ años de experiencia. operando en el mercado. MVP listo y primeros beta testers,2023.0, Prototipo ,1
Gaming,20759895.3,0.0,24.0,7.9,78.3,lima,0.0,financiamiento semilla cerrado. equipo con 5+ años de experiencia. crecimiento mensual 21% y churn bajo. enfocado en Fintech con enfoque B2B,2020.0, activo ,1
AgroTech,8997736.0,2.0,41.0,6.4,50.4,Arequipa,No,apoyo de inversores reconocidos. financiamiento semilla cerrado. equipo con 5+ años de experiencia. operando en el mercado. MRR de $7804 con 50 clientes activos. enfocado en Travel con enfoque SaaS,2018.0,activo,1
edtech,10834575.1,2.0,39.0,6.2,56.9,Cusco,1.0,apoyo de inversores reconocidos. equipo con 7+ años de experiencia. operando en el mercado. expansión a Buenos Aires en próximos meses,2014.0, Activo,1
E-commerce,1197200.0,5.0,12.0,3.1,1.4,Quito,0.0,equipo con 7+ años de experiencia. operando en el mercado. expansión a Bogotá en próximos meses,2010.0, ACTIVO,1
E-commerce,2122527.0,2.0,4.0,5.3,32.1,Quito,0.0,apoyo de inversores reconocidos. financiamiento semilla cerrado. operando en el mercado. enfocado en EdTech con enfoque app móvil,2012.0, cerrado ,1
SaaS,3115079.6,2.0,41.0,2.0,33.1,Cusco,0.0,apoyo de inversores reconocidos. operando en el mercado. MRR de $5940 con 44 clientes activos. expansión a Trujillo en próximos meses,2010.0,cerrado,1
SaaS,1659402.7,5.0,50.0,5.2,42.6, buenos aires ,0.0,operando en el mercado. tracción probada: piloto pagado en Trujillo. MVP listo y primeros beta testers,2021.0,en pausa,0
 E-COMMERCE ,1847102.1,3.0,27.0,1.7,96.1,nan ,0.0,apoyo de inversores reconocidos. equipo con 5+ años de experiencia. crecimiento mensual 21% y churn bajo. expansión a Santiago en próximos meses. aún sin usuarios activos,2020.0, activo,1
E-commerce,6334813.4,2.0,46.0,6.7,42.0, santiago ,0.0,equipo con 5+ años de experiencia. operando en el mercado. enfocado en Travel con enfoque SaaS,2020.0,prototipo,1
FINTECH,2615312.8,1.0,32.0,4.5,55.5,Bogotá,0.0,apoyo de inversores reconocidos. equipo con 7+ años de experiencia. operando en el mercado. MVP listo y primeros beta testers,2021.0,activo ,1
Logistics ,2492070.3,0.0,13.0,6.5,18.8,Bogotá,0.0,equipo con 6+ años de experiencia. crecimiento mensual 10% y churn bajo,2023.0, activo,1
Travel,5092357.5,5.0,30.0,1.7,55.3,Piura,0.0,buena presencia en redes. equipo con 5+ años de experiencia. operando en el mercado. expansión a Arequipa en próximos meses,2008.0,Prototipo ,0
EdTech,1833445.5,0.0,34.0,7.0,24.8,Santiago,1.0,apoyo de inversores reconocidos. buena presencia en redes. equipo con 5+ años de experiencia. operando en el mercado. crecimiento mensual 29% y churn bajo. expansión a Buenos Aires en próximos meses,2005.0,prototipo,1
AgroTech,157294.9,1.0,27.0,2.8,43.1,Trujillo,0.0,equipo con 6+ años de experiencia. operando en el mercado. MVP listo y primeros beta testers. aún sin usuarios activos,2019.0,activo,1
E-Commerce,3721539.6,2.0,16.0,0.7,48.2, cusco ,0.0,buena presencia en redes. equipo con 5+ años de experiencia. operando en el mercado,2017.0,cerrado,0
EdTech,4089994.6,3.0,48.0,1.6,129.4,Trujillo,0.0,equipo con 8+ años de experiencia. operando en el mercado. tracción probada: piloto pagado en Santiago. expansión a Arequipa en próximos meses. dependencia alta de marketing pago,2025.0,activo,0
Fintech,673200.0,2.0,29.0,7.3,42.7, cusco,1.0,financiamiento semilla cerrado. buena presencia en redes. equipo con 5+ años de experiencia. operando en el mercado. MRR de $4067 con 39 clientes activos. expansión a Arequipa en próximos meses,2022.0,Activo,1
 fintech ,1817771.5,3.0,36.0,6.2,47.5,Piura,0.0,buena presencia en redes. equipo con 8+ años de experiencia. operando en el mercado. expansión a Piura en próximos meses. aún sin usuarios activos,2019.0,prototipo,1
HealthTech,2841131.2,2.0,27.0,2.8,14.4,Bogotá,0.0,equipo con 6+ años de experiencia. operando en el mercado. enfocado en EdTech con enfoque API-first,2025.0,activo,0
fintech,1521801.5,2.0,32.0,3.3,32.1,Buenos Aires,0.0,operando en el mercado. acuerdos B2B con 16 empresas y pipeline sólido. enfocado en E-commerce con enfoque marketplace,2013.0, Activo ,1
EdTech,2780195.5,3.0,7.0,6.3,60.9,Santiago,0.0,equipo con 5+ años de experiencia. operando en el mercado. enfocado en Travel con enfoque SaaS,2007.0,activo,1
SaaS,2345527.9,4.0,46.0,7.8,2.5, CUSCO,1.0,apoyo de inversores reconocidos. buena presencia en redes. equipo con 6+ años de experiencia. crecimiento mensual 13% y churn bajo. enfocado en EdTech con enfoque B2C,2006.0,activo,1
AgroTech,1802832.6,4.0,35.0,5.3,58.7,CDMX,0.0,cofundadores con 3+ años de experiencia en AI/ML. expansión a Piura en próximos meses. equipo parcial y tiempo limitado,2014.0,activo,1
Ai/Ml ,974316.1,5.0,35.0,6.6,64.1, arequipa,Sí,apoyo de inversores reconocidos. equipo con 6+ años de experiencia. tracción probada: piloto pagado en Arequipa. MVP listo y primeros beta testers,2021.0,activo,0
E-commerce,510006.6,2.0,10.0,1.7,59.3, Santiago,1.0,apoyo de inversores reconocidos. MVP listo y primeros beta testers. aún sin usuarios activos,2017.0,en pausa,0
Gaming,2024697.0,1.0,38.0,8.6,62.5,buenos aires,0.0,equipo con 9+ años de experiencia. operando en el mercado. tracción probada: piloto pagado en Buenos Aires. expansión a Cusco en próximos meses. sin modelo de ingresos definido,2020.0,activo,1
E-COMMERCE ,1194340.6,2.0,10.0,4.9,35.6, Bogotá ,1.0,buena presencia en redes. equipo con 7+ años de experiencia. operando en el mercado. MRR de $5108 con 37 clientes activos,2017.0,activo,1
E-commerce,411112.0,0.0,29.0,3.5,37.5, Nan,0.0,operando en el mercado. MRR de $12291 con 120 clientes activos. MVP listo y primeros beta testers,2013.0,activo,1
SaaS,2046948.3,2.0,45.0,5.9,-10.0,Trujillo,0.0,equipo con 5+ años de experiencia. operando en el mercado,2007.0,activo ,1
Gaming,3559526.3,2.0,29.0,3.2,83.7,Piura,0.0,apoyo de inversores reconocidos. financiamiento semilla cerrado. equipo con 5+ años de experiencia. operando en el mercado,2015.0,Activo ,1
HealthTech,3225998.7,5.0,2.0,5.7,-8.3,Cdmx ,0.0,equipo con 7+ años de experiencia. operando en el mercado,2012.0,prototipo,1
E-commerce,1271200.0,4.0,39.0,5.4,61.5,Bogotá,1.0,enfocado en HealthTech con enfoque app móvil. sin modelo de ingresos definido,2018.0,Activo ,1
HealthTech,2073553.7,2.0,1.0,7.9,25.9, Nan,0.0,apoyo de inversores reconocidos. equipo con 5+ años de experiencia. operando en el mercado. acuerdos B2B con 13 empresas y pipeline sólido. enfocado en AI/ML con enfoque API-first,2021.0,prototipo,0
E-Commerce,7208212.2,4.0,1.0,1.6,35.5, Cusco ,No,apoyo de inversores reconocidos. operando en el mercado. MVP listo y primeros beta testers. sin modelo de ingresos definido,2016.0,activo,0
Travel,3574635.1,3.0,50.0,2.2,12.9,Cdmx ,0.0,financiamiento semilla cerrado. buena presencia en redes. equipo con 5+ años de experiencia. operando en el mercado. enfocado en Travel con enfoque B2B,2013.0, CERRADO,1
SaaS,102743.3,4.0,34.0,1.6,38.7,Cusco,0.0,apoyo de inversores reconocidos. equipo con 5+ años de experiencia. MVP listo y primeros beta testers. dependencia alta de marketing pago,2021.0,activo,0
 agrotech ,7392491.0,0.0,28.0,6.0,25.5,Bogotá,1.0,apoyo de inversores reconocidos. operando en el mercado. enfocado en AgroTech con enfoque SaaS,2018.0,activo,0
 fintech,1987200.0,1.0,30.0,5.2,51.1,QUITO,1.0,apoyo de inversores reconocidos. financiamiento semilla cerrado. expansión a Bogotá en próximos meses,2024.0, prototipo,0
HealthTech,1691215.6,3.0,25.0,1.5,70.1,Quito,0.0,buena presencia en redes. equipo con 5+ años de experiencia. crecimiento mensual 21% y churn bajo. MVP listo y primeros beta testers,2020.0,activo,1
 Healthtech ,1103339.3,4.0,5.0,2.3,7.9, Piura ,0.0,apoyo de inversores reconocidos. operando en el mercado. tracción probada: piloto pagado en Trujillo. MVP listo y primeros beta testers,2005.0,prototipo,0
Gaming,16482282.8,3.0,41.0,5.8,14.9, santiago ,1.0,financiamiento semilla cerrado. buena presencia en redes. equipo con 5+ años de experiencia. crecimiento mensual 18% y churn bajo. expansión a Trujillo en próximos meses,2011.0,activo,0
Fintech,452800.0,3.0,39.0,8.0,47.1,quito ,0.0,operando en el mercado. crecimiento mensual 23% y churn bajo,2010.0,activo,1
Gaming,6613642.7,5.0,39.0,5.3,22.7,Piura,1.0,financiamiento semilla cerrado. equipo con 6+ años de experiencia. operando en el mercado. cofundadores con 6+ años de experiencia en SaaS,2012.0,en pausa,0
HealthTech,15245040.7,3.0,42.0,5.2,-10.0, arequipa ,0.0,operando en el mercado. MVP listo y primeros beta testers. equipo parcial y tiempo limitado,2023.0,Activo ,1
Logistics,1258295.2,1.0,50.0,2.9,52.9,CDMX,0.0,apoyo de inversores reconocidos. financiamiento semilla cerrado. buena presencia en redes. equipo con 5+ años de experiencia. MRR de $3486 con 145 clientes activos,2021.0,Activo ,1
SaaS,2336533.8,1.0,19.0,9.0,45.2,Quito,0.0,financiamiento semilla cerrado. operando en el mercado. aún sin usuarios activos,2005.0,activo,1
E-commerce,792576.7,2.0,39.0,5.3,41.5,Quito ,1.0,apoyo de inversores reconocidos,2019-aprox,activo,0
 EdTech ,724000.0,4.0,28.0,1.5,86.8,Arequipa,0.0,buena presencia en redes. operando en el mercado. enfocado en HealthTech con enfoque marketplace. dependencia alta de marketing pago,2010.0,activo,0
Gaming,1950992.7,0.0,4.0,7.4,20.3,Lima,1.0,apoyo de inversores reconocidos. financiamiento semilla cerrado. equipo con 5+ años de experiencia. enfocado en HealthTech con enfoque API-first. equipo parcial y tiempo limitado,2017.0,en pausa,1
E-commerce,754592.5,3.0,40.0,5.9,11.0, nan,0.0,apoyo de inversores reconocidos. equipo con 5+ años de experiencia. operando en el mercado. MVP listo y primeros beta testers,2010.0,en pausa,0
HealthTech,325141.9,3.0,40.0,6.7,33.9,Bogotá,Sí,apoyo de inversores reconocidos. operando en el mercado. equipo parcial y tiempo limitado,2011.0,en pausa,1
 Saas,6752843.6,2.0,50.0,6.4,56.1,Bogotá,0.0,buena presencia en redes. operando en el mercado. MRR de $14956 con 136 clientes activos. enfocado en AI/ML con enfoque SaaS,2020.0, Activo,1
 agrotech,862486.2,1.0,31.0,7.7,32.3, AREQUIPA ,1.0,equipo con 6+ años de experiencia. operando en el mercado. tracción probada: piloto pagado en Trujillo,2008-aprox,activo,0
